exac_id,name
amnhc_2000474,Mead Australian Field Trip
amnhc_2000475,Murphy Expeditions to Bermuda
amnhc_2000476,New Guinea Expedition
amnhc_2000477,Glazier Andros Expedition
amnhc_2000478,AMNH-Columbia University Field Trip
amnhc_2000479,AMNH-Armand Denis Expedition
amnhc_2000480,Bancroft Expedition
amnhc_2000481,Barro Colorado Trip
amnhc_2000482,Dept. of Geology and Palaeontology Field Trip to Colorado
amnhc_2000483,Heineman Expedition to Ceylon
amnhc_2000484,Moore Expedition to Australia
amnhc_2000485,"Newell Expedition to Raroia Atoll, South Pacific"
amnhc_2000486,Pallister Expedition to the Yucatan
amnhc_2000487,Schaeffer Collecting Trip
amnhc_2000488,AMNH-Rockefeller Expedition
amnhc_2000489,Aronson Trip to Nigeria
amnhc_2000490,Bogert Reptile Study Trip
amnhc_2000491,Cazier Western Field Trip
amnhc_2000492,Davison-Willis Expedition to Madagascar
amnhc_2000493,Davison-Willis Madagascar Expedition
amnhc_2000494,First Van Alen Iberian Expedition
amnhc_2000495,Ford Arctic Trip
amnhc_2000496,Fourth Archbold Expedition
amnhc_2000497,Gertsch California Trip
amnhc_2000498,McGuire Expedition to West Indies
amnhc_2000499,Morden African Expedition
DELETE-amnhc_2000500,Newell Expedition to Peru
amnhc_2000501,Simpson Colorado Expedition
amnhc_2000502,Van Voast-AMNH Bahama Islands Expedition
amnhc_2000503,Vaurie Mexico Expedition
amnhc_2000504,Weeks West African Expedition
amnhc_2000505,Wells Expedition to Formosa
amnhc_2000506,Weyer Trip to Brazil
amnhc_2000507,Sepik River Expedition
amnhc_2000508,American Museum Thailand Expedition
amnhc_2000509,Colbert Field Trips
amnhc_2000510,Tschopik Expedition to Peru
amnhc_2000511,Mead Admiralty Islands Expedition
amnhc_2000512,Poverty Point Expedition
amnhc_2000513,Bernheim Trans-Saharan Expedition
amnhc_2000514,Jurgens Trip to South America
amnhc_2000515,Schaeffer Field Trip
amnhc_2000516,Weaver Expedition to Thailand
amnhc_2000517,Bird Expedition to Peru
amnhc_2000518,Ceylon Expedition
amnhc_2000519,Chapin Expedition to Africa
amnhc_2000520,Colbert Expedition to Arizona
amnhc_2000521,Lowell Thomas Field Trip to India and Nepal
amnhc_2000522,Newell Field Trip to Bahamas
amnhc_2000523,Schneirla Field Trip to Barro Colorado
amnhc_2000524,Venezuela Expedition
amnhc_2000525,Ekholm Expedition to Mexico
amnhc_2000526,Okada Field Trip to Nepal
,Koopman Expedition to Cuba
amnhc_2000527,AMNH Brazilian Expedition
amnhc_2000528,Bogert Field Trip to Southwest
amnhc_2000529,Fifth Archbold Expedition
amnhc_2000530,Lathrap Expedition to Peru
amnhc_2000531,Newell Field Trip to Mexico and Guatemala
amnhc_2000532,Puritan American Museum Expedition
amnhc_2000533,Simpson Expedition to Brazil
amnhc_2000534,Squires Field Trip to Mexico
amnhc_2000535,Gertsch Field Trips
amnhc_2000536,Shapiro Expedition to Marquesas
,Herpetology Expeditions to Cuba
amnhc_2000537,Long Island Sound Project
amnhc_2000538,Mason Expedition to Southeast Asia
amnhc_2000539,Mead Field Trip to Bali
amnhc_2000540,Ford Field Trip to Peru
amnhc_2000541,Ward-Loomis East African Expedition
amnhc_2000542,Amadon Field Trip to Africa
amnhc_2000543,AMNH-National Geographic Society Field Trip
amnhc_2000544,Ford-National Park Service Field Trip
amnhc_2000545,Fossil Fish Field Trip
amnhc_2000546,Simpson New Mexico Expedition
amnhc_2000547,Sixth Archbold Expedition
amnhc_2000548,Amadon Expedition to Argentina
amnhc_2000549,Bird South America Survey Trip
amnhc_2000550,Blakemore-White Expedition to Japan
amnhc_2000551,Carter North American Field Trip
amnhc_2000552,Colbert Brazilian Field Trip
amnhc_2000553,Gilliard Field Trip to New Britain and New Guinea
amnhc_2000554,Glacier Expedition
amnhc_2000555,LaMonte Field Trip to Hawaii
amnhc_2000556,Lanyon Expedition to Central America
amnhc_2000557,Pakistan Expedition
amnhc_2000558,Spalding-Peterson Expedition
amnhc_2000559,Hart Field Trip to Morocco
amnhc_2000560,Vegetation Studies Field Trip
amnhc_2000561,Field Trip to Peru
amnhc_2000562,Hopewell Indian Excavation
amnhc_2000563,McKenna Expedition to Wyoming
amnhc_2000564,Model-Blagden African Expedition
amnhc_2000565,Amadon Field Trip to Japan & Alaska
amnhc_2000566,Ornithology Field Trips
amnhc_2000567,Green Field Trip to Moorea
amnhc_2000568,AMNH-LaMont Geological Observatory Expeditions
amnhc_2000569,Aronson Field Trip to Hawaii
amnhc_2000570,Breder Field Trip to Florida
amnhc_2000571,Ford Field Trip to Mississippi River
amnhc_2000572,Gertsch Field Trip to No. Carolina
amnhc_2000573,Newell Bahamas Expedition
amnhc_2000574,Schaeffer-Sorenson Expedition to Utah
amnhc_2000575,Schneirla Field Trip to the Philippines
amnhc_2000576,Spalding-Hosmer Expedition to Australia
amnhc_2000577,AMNH-National Museum of Canada Expedition
amnhc_2000578,McKenna Expedition to Colorado
amnhc_2000579,Belvedere Expedition
amnhc_2000580,Colbert Field Trip to Europe
amnhc_2000581,Expedition to Brazil
amnhc_2000582,Field Trip to Mexico
amnhc_2000583,Rosen-Kallman Expedition
amnhc_2000584,Stucker Expedition
amnhc_2000585,Van Gelder Field Trip to Latin America
amnhc_2000586,Keith Expedition to Africa
amnhc_2000587,Bogert Field Trip to Mexico
amnhc_2000588,Expedition to Uruguay
amnhc_2000589,Quebec Solar Eclipse Expedition
amnhc_2000590,AMNH-Bolivian Expedition
amnhc_2000591,Ford Field Trip to Mexico
amnhc_2000592,Great Barrier Reef Expedition
amnhc_2000593,Amadon Galapagos Islands Expedition
amnhc_2000594,Australian Meteorite Expedition
amnhc_2000595,Colbert Field Trip to India and Australia
amnhc_2000596,Gilliard New Guinea Expedition
amnhc_2000597,Rindge Field Trip to New Mexico
amnhc_2000598,Schaeffer Field Trips
amnhc_2000599,Seventh Archbold Expedition
amnhc_2000600,Shapiro Field Trip to India
amnhc_2000601,Zweifel New Guinea Expedition
amnhc_2000602,Bogert Field Trip to Mexico
amnhc_2000603,Eisenmann Field Trip to Panama
amnhc_2000604,Mead Field Trip to Admiralty Islands
amnhc_2000605,Western Australia-American Museum Expedition
